CustomerID,Road250_Flag,Total_Spend,Total_Qty,Online_Shopper,gender,HomeOwnerFlag,MaritalStatus,NumberCarsOwned,TotalChildren,Tenure,Age,age_band,Spend_Percentile,Qty_Percentile
24120,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20840,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24078,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26820,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29076,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24538,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24691,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27989,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25547,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20795,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20142,0,3.99,1,1,1,0,S,2,0,11,34,31-40,1,1
20956,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27221,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29269,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24572,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27331,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25477,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29051,0,3.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29287,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
14399,0,4.99,1,1,1,1,M,1,4,10,63,61-70,1,1
20277,0,4.99,1,1,0,0,M,1,2,12,57,81+,1,1
16084,0,4.99,1,1,1,1,M,0,0,11,48,41-50,1,1
25433,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19431,0,4.99,1,1,1,0,S,4,3,10,59,81+,1,1
26806,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16047,0,4.99,1,1,1,1,S,0,3,11,50,41-50,1,1
21546,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16245,0,4.99,1,1,0,1,S,1,0,11,36,31-40,1,1
17616,0,4.99,1,1,0,0,S,2,2,13,57,81+,1,1
22559,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19214,0,4.99,1,1,0,0,S,1,0,12,46,41-50,1,1
16274,0,4.99,1,1,0,1,S,1,0,11,40,31-40,1,1
17550,0,4.99,1,1,0,1,M,0,1,11,50,41-50,1,1
24489,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26026,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22730,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24763,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
14628,0,4.99,1,1,1,0,S,3,2,12,59,81+,1,1
24369,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23488,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21306,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25801,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24132,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17434,0,4.99,1,1,1,1,M,2,2,11,57,81+,1,1
17685,0,4.99,1,1,1,1,M,1,1,10,59,81+,1,1
17173,0,4.99,1,1,1,1,M,3,2,11,74,71-80,1,1
16503,0,4.99,1,1,0,0,S,3,4,10,64,61-70,1,1
17165,0,4.99,1,1,1,0,M,2,4,10,70,61-70,1,1
23518,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17339,0,4.99,1,1,1,0,S,0,3,10,54,81+,1,1
24471,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15956,0,4.99,1,1,1,1,S,1,2,10,43,41-50,1,1
19390,0,4.99,1,1,1,0,S,1,0,11,50,41-50,1,1
19370,0,4.99,1,1,1,1,M,1,2,10,49,41-50,1,1
18182,0,4.99,1,1,1,1,S,2,4,10,78,71-80,1,1
15979,0,4.99,1,1,1,1,S,2,0,10,38,31-40,1,1
17113,0,4.99,1,1,1,1,M,2,5,11,70,61-70,1,1
28874,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15550,0,4.99,1,1,1,0,S,2,4,11,71,71-80,1,1
16816,0,4.99,1,1,1,1,S,1,2,11,67,61-70,1,1
28280,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
14762,0,4.99,1,1,1,1,S,2,3,10,52,81+,1,1
27204,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17265,0,4.99,1,1,0,0,M,0,4,12,53,81+,1,1
23770,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23967,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26449,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24600,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19351,0,4.99,1,1,0,1,S,2,3,12,61,61-70,1,1
17449,0,4.99,1,1,0,1,S,0,3,13,44,41-50,1,1
16853,0,4.99,1,1,1,1,M,1,4,11,61,61-70,1,1
17014,0,4.99,1,1,1,1,S,0,3,11,50,41-50,1,1
20089,0,4.99,1,1,1,1,M,0,1,10,46,41-50,1,1
24566,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
12811,0,4.99,1,1,1,0,S,2,0,10,34,31-40,1,1
17547,0,4.99,1,1,0,1,S,1,2,10,46,41-50,1,1
18425,0,4.99,1,1,1,1,M,3,2,11,57,81+,1,1
19465,0,4.99,1,1,1,0,M,0,1,11,53,81+,1,1
23363,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27334,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20269,0,4.99,1,1,1,1,S,0,1,13,45,41-50,1,1
27995,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18668,0,4.99,1,1,1,0,S,1,1,11,52,81+,1,1
21277,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27049,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18387,0,4.99,1,1,1,1,M,1,5,10,56,81+,1,1
22387,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22380,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17683,0,4.99,1,1,1,0,M,4,1,10,52,81+,1,1
22960,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18179,0,4.99,1,1,1,1,M,1,1,12,52,81+,1,1
17456,0,4.99,1,1,1,0,S,0,0,11,48,41-50,1,1
17426,0,4.99,1,1,0,1,S,3,5,11,69,61-70,1,1
21115,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21279,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27022,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26173,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27807,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18424,0,4.99,1,1,1,1,M,1,4,11,44,41-50,1,1
28328,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15258,0,4.99,1,1,1,1,M,2,2,11,66,61-70,1,1
16992,0,4.99,1,1,1,1,M,1,3,10,61,61-70,1,1
17602,0,4.99,1,1,1,1,M,1,1,11,55,81+,1,1
17684,0,4.99,1,1,1,1,M,2,0,10,36,31-40,1,1
28274,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27031,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16039,0,4.99,1,1,1,1,S,2,4,10,50,41-50,1,1
20079,0,4.99,1,1,1,1,M,0,0,12,44,41-50,1,1
21836,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27110,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25109,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21866,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18153,0,4.99,1,1,1,1,M,0,1,11,56,81+,1,1
17630,0,4.99,1,1,0,1,M,2,4,12,60,81+,1,1
23935,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16293,0,4.99,1,1,1,1,M,3,5,10,54,81+,1,1
19317,0,4.99,1,1,1,0,S,2,1,10,52,81+,1,1
27703,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23535,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17436,0,4.99,1,1,0,0,M,1,0,12,40,31-40,1,1
16154,0,4.99,1,1,1,0,S,0,3,13,39,31-40,1,1
22530,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19928,0,4.99,1,1,0,1,M,2,2,10,63,61-70,1,1
17391,0,4.99,1,1,0,0,S,2,5,11,70,61-70,1,1
28123,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17587,0,4.99,1,1,0,1,M,2,0,10,41,41-50,1,1
22554,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16858,0,4.99,1,1,1,1,M,3,4,12,68,61-70,1,1
15966,0,4.99,1,1,1,1,M,0,1,11,43,41-50,1,1
28252,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17357,0,4.99,1,1,1,0,S,0,3,11,43,41-50,1,1
22457,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15982,0,4.99,1,1,1,1,S,2,0,10,39,31-40,1,1
24593,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27979,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18072,0,4.99,1,1,1,0,S,2,0,11,34,31-40,1,1
18499,0,4.99,1,1,0,1,S,0,3,10,50,41-50,1,1
15387,0,4.99,1,1,0,1,S,2,2,12,50,41-50,1,1
15416,0,4.99,1,1,0,1,M,2,4,10,67,61-70,1,1
17430,0,4.99,1,1,1,1,M,2,5,10,72,71-80,1,1
25340,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19327,0,4.99,1,1,1,0,S,0,1,11,54,81+,1,1
27414,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16904,0,4.99,1,1,0,1,M,4,3,12,58,81+,1,1
17376,0,4.99,1,1,0,1,M,0,1,10,72,71-80,1,1
24897,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27947,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25648,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
19644,0,4.99,1,1,0,1,M,1,2,11,67,61-70,1,1
19210,0,4.99,1,1,1,1,M,0,1,11,43,41-50,1,1
16966,0,4.99,1,1,1,1,S,2,2,11,57,81+,1,1
25804,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16757,0,4.99,1,1,1,0,M,0,0,11,41,41-50,1,1
16737,0,4.99,1,1,1,1,M,1,1,10,53,81+,1,1
17452,0,4.99,1,1,1,1,M,0,0,10,46,41-50,1,1
17688,0,4.99,1,1,1,1,M,1,0,10,51,81+,1,1
25327,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27592,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21869,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17689,0,4.99,1,1,1,1,M,2,5,11,69,61-70,1,1
17525,0,4.99,1,1,0,1,S,2,3,10,51,81+,1,1
17673,0,4.99,1,1,0,1,S,2,0,11,40,31-40,1,1
15315,0,4.99,1,1,1,0,S,1,0,10,35,31-40,1,1
24825,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20419,0,4.99,1,1,0,1,M,1,1,11,61,61-70,1,1
26180,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17431,0,4.99,1,1,0,1,S,4,4,12,49,41-50,1,1
16644,0,4.99,1,1,1,0,S,2,0,11,35,31-40,1,1
25298,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22859,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20312,0,4.99,1,1,1,1,M,0,1,11,78,71-80,1,1
27913,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27926,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17697,0,4.99,1,1,0,1,M,2,4,11,61,61-70,1,1
26678,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15360,0,4.99,1,1,0,0,M,2,3,11,62,61-70,1,1
17488,0,4.99,1,1,0,0,S,1,0,10,37,31-40,1,1
19404,0,4.99,1,1,1,0,S,1,0,12,38,31-40,1,1
27591,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22015,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26226,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21851,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23553,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24240,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15420,0,4.99,1,1,0,0,M,2,3,12,64,61-70,1,1
24380,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18552,0,4.99,1,1,1,1,M,3,3,10,37,31-40,1,1
25476,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
28533,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
14922,0,4.99,1,1,1,0,S,1,0,10,39,31-40,1,1
26387,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24064,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24630,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29230,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
28906,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15960,0,4.99,1,1,1,1,M,2,0,10,43,41-50,1,1
18779,0,4.99,1,1,1,0,M,2,4,11,69,61-70,1,1
15573,0,4.99,1,1,1,1,S,1,5,12,55,81+,1,1
28919,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15412,0,4.99,1,1,1,1,M,2,3,11,72,71-80,1,1
22858,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24207,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22382,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15386,0,4.99,1,1,0,1,M,2,2,10,61,61-70,1,1
17603,0,4.99,1,1,0,1,M,0,1,11,72,71-80,1,1
23945,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
26176,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27188,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17523,0,4.99,1,1,1,1,M,2,4,11,74,71-80,1,1
23498,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18453,0,4.99,1,1,1,0,M,2,2,10,65,61-70,1,1
18070,0,4.99,1,1,1,0,S,2,0,10,37,31-40,1,1
14729,0,4.99,1,1,1,1,S,2,3,11,51,81+,1,1
23345,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
13786,0,4.99,1,1,1,0,S,0,1,11,42,41-50,1,1
20978,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27628,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16499,0,4.99,1,1,0,0,S,1,0,11,45,41-50,1,1
28277,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23346,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16765,0,4.99,1,1,0,0,S,2,0,11,43,41-50,1,1
22829,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17532,0,4.99,1,1,0,0,M,0,0,10,47,41-50,1,1
17454,0,4.99,1,1,0,1,M,1,1,10,41,41-50,1,1
17440,0,4.99,1,1,0,0,S,2,5,10,68,61-70,1,1
16063,0,4.99,1,1,1,1,M,0,1,13,39,31-40,1,1
21852,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
20189,0,4.99,1,1,0,1,M,4,1,11,49,41-50,1,1
16860,0,4.99,1,1,1,1,M,0,3,11,43,41-50,1,1
25825,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22386,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25367,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29267,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16817,0,4.99,1,1,1,1,M,2,2,11,78,71-80,1,1
17169,0,4.99,1,1,1,0,S,2,0,10,38,31-40,1,1
18402,0,4.99,1,1,1,1,S,0,0,11,44,41-50,1,1
23427,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
16671,0,4.99,1,1,1,1,M,1,1,11,81,81+,1,1
24134,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18661,0,4.99,1,1,1,0,M,2,4,11,68,61-70,1,1
22532,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
22589,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
18750,0,4.99,1,1,0,0,S,0,2,11,55,81+,1,1
18099,0,4.99,1,1,1,1,S,0,1,10,45,41-50,1,1
26350,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15421,0,4.99,1,1,0,1,S,0,2,11,45,41-50,1,1
24731,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
21363,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23442,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
28282,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23368,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
29039,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
24881,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27019,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
28310,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
27061,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
14513,0,4.99,1,1,1,1,S,1,0,11,56,81+,1,1
16008,0,4.99,1,1,1,0,M,1,1,11,54,81+,1,1
29003,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
15818,0,4.99,1,1,1,1,M,1,1,12,55,81+,1,1
16768,0,4.99,1,1,0,1,S,1,1,11,54,81+,1,1
25473,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
25241,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
23673,0,4.99,1,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1
17104,0,4.99,1,1,1,1,M,2,5,10,45,41-50,1,1
18385,0,4.99,1,1,1,1,S,3,4,12,43,41-50,1,1
